geo,href,listing
north_central_FL,https://jacksonville.craigslist.org/cto/d/classic-bmw-r75-6/6482985454.html,"Classic cruiser, 1974 BMW R75/6 motorcycle runs and rides great. This bike is in very good condition with 16,184 miles. 3200.00 OBO. show contact info\n."
north_central_FL,https://jacksonville.craigslist.org/cto/d/1990-bmw-325i/6481199608.html,"1990 325 i convertible runs great, lots of power.I have added headers, stainless steel lifetime exhaust system, new steering rack, new dual core racing radiator, new timing belt,waterpump,recent tuneup, top is 3 years old.5 speed . interior redone, new tuneup,has no rust car has always been garaged, this car has a lot of power for a straight 6 cyl."
north_central_FL,https://jacksonville.craigslist.org/cto/d/1987-bmw-325i-convertible/6472467074.html,"Unknown mileage the odometer stopped at 177k. I have since replaced the engine due to the original one's timing belt breaking.\n\nI just recently started it after sitting for about a year since I moved out of town for another job. It was making a noise before I left and when I got back I investigated it further and found the crank pulley was working loose and rubbing the back of the water pump pulley. I torqued it back down and all is well again. But I did buy a new timing kit and water pump thinking a loose tensioner was the noise. So thats in the trunk.\n\nThe only problem I am having engine wise now is it idles really rough on a cold start even to the point of stalling out if you don't keep the throttle cracked open. I have replaced both temperature sensors and put a new thermostat in it. I am thinking a cold start injector? Haven't spent the time to finish solving the problem. Once it warms up it's fine. And every subsequent start is fine. I also bought a new Bosch throttle switch thinking that was it, but it's not looking like that's the issue either.\n\nThe clutch slave cylinder started to leak. Last time I drove it I was losing the clutch pedal. I stopped and checked the fluid and found it was low. So I filled the reservoir and bled the clutch out and noticed the fluid was running down the bellhousing. And I haven't drove it since.\n\nIt needs shocks and struts. Bad. I have brand new Lemforder control arms and whiteline polyurethane control arm bushings ready to be installed.\n\nIt also will need a new front gasket for the convertible top. I keep it covered when I know it's going to rain. And it stayed covered the entire time I was away working out of state.\n\nYou can see in the pics that it needs body work on the rear passenger side. Taillight still works aside from the turn signal. That is inoperable.\n\nThe wheels on it are forged aluminum if my research is correct. I think they are vintage VW aftermarket wheels. They have AMIL stamped on the inside. I could be sitting on a goldmine and not even know it. Lol. I doubt it though. They are kinda rough honestly. Someone would need to spend a weekend of two stripping, painting and polishing them to make them anything.\n\nI think I am just ready to move on from it. I have owned the car for about 5 years or so and it's my second E30 I have owned. There's just so much I wanted to do to it and i just dont have the financial backing to take it on. And I don't want it to rot away. I'd like to see it at the next cars and coffee or a BMW meet. Or it might just end up parted out and in bins in someone's garage helping some other poor soul. Looking at you Charles ;)\n\nAnyway text me if you're interested. show contact info"
north_central_FL,https://ocala.craigslist.org/cto/d/1990-bmw-325i/6468983551.html,"1990 BMW 325i for sale, runs Great\n\nNo rust on body\nRuns straight\n5 spd manual\n\nHeater/AC not working\nNeeds new convertible top\nInterior could use reconditioning\n\nBest offer $\nSe habla español"
ocala,https://ocala.craigslist.org/cto/d/1990-bmw-325i/6468983551.html,"1990 BMW 325i for sale, runs Great\n\nNo rust on body\nRuns straight\n5 spd manual\n\nHeater/AC not working\nNeeds new convertible top\nInterior could use reconditioning\n\nBest offer $\nSe habla español"
ocala,https://orlando.craigslist.org/cto/d/1973-bmw-2002/6484735518.html,"1973 BMW 2002, has rust. Very complete and original. Clean title. Does not run."
ocala,https://orlando.craigslist.org/cto/d/1968-bmw-1600/6471211747.html,"For sale is my 1968 BMW 1600. Very rare car in good condition, this one runs solid and has had a lot of work done to it. It comes with it's flaws and quirks since it is 50 years old, but it's a beautiful car that turns heads everywhere it goes.\n\nOriginally Sahara color, this is a California car that was painted Inka Orange before it made it's way to the east coast. I purchased it in Savannah before bringing it here to Orlando. This car is super fun to drive and comes with all the desirable features of the early roundies. Small bumpers, euro turn signals, chrome grill, no head rests, etc. Mechanical clutch works great.\n\nDone since I've owned it:\nComplete rebuild of the top end\nUpgraded aluminum radiator and electric fan\nConverted to 2-barrel weber carb\nMaster Brake Cylinder\nFuel pump\nDistributor, wires and plugs\nBoots replaced on rear half shafts\nEntire exhaust except the manifold\nNew Tires\nCarpet\nSound dampening throughout interior\n\nThe bad (and not so bad):\nBrakes have been done all around and work great but fronts squeak\nThe original 4-speed transmission will eventually need to be replaced, which on these cars is not that major of a job. 3rd and reverse whine a bit. I've been honestly hoping the tranny goes in order to upgrade to a 5-speed but it just hasn't happened yet.\nRust in some of the usual (non-structural) spots, passenger side rocker and spare tire well being the worst but the shock towers and floor all around are solid.\nTakes a little long to warm up as the electric fan and radiator keep it very cool.\nStarting up takes a little time when hasn't been ran in a few days, but it always starts.\nNeeds windshield wiper motor\nThe speedometer is broken thus no true way to tell mileage.\nTurn signals don't work.\n\nThis car is sold as is. If the car stays local, it comes with a phenomenal mechanic who knows everything about this car.\n\n$11,900\n\nBMW 1600, BMW 2002, BMW 1602, BMW 1600-02"
ocala,https://orlando.craigslist.org/cto/d/1984-bmw-318i-e30/6474025558.html,"1984 BMW 318i E30\nLOOKING TO SELL OR TRADE.\n5 Speed.\nCar runs amazing and strong, just did a fresh oil change, new radiator, new fan blade and new spark plugs, everything else works. car has idle problem and needs a new battery besides that all is well. selling for 3900 as is. Serious Inquires only. Looking to sell or TRADE"
ocala,https://orlando.craigslist.org/cto/d/1985-bmw-325/6460516734.html,"1986 BMW 325 E, 195K miles.\n\nCar runs and drives great with no material mechanical issues.\n\nMinor details:\nPassenger Window Motor, Stereo, and Temp gauge inoperable\nFront seats need re-upholstery (they have covers on them now) ,Dashboard has a couple cracks. Couple small tears in the back seat and near the rear arm rest. Couple small paint chips and minor rust spots but nothing significant. Paint is in pretty good shape.\n\nAC is cold, Odometer works.\n\nFun classic BMW."
ocala,https://daytona.craigslist.org/cto/d/1973-bmw-2002/6484733802.html,"1973 BMW 2002, has rust. Very complete and original. Clean title. Does not run."
ocala,https://daytona.craigslist.org/cto/d/bmw-324d-rare-imported-diesel/6437167847.html,"For sale is a used manual Euro 1986/1987 BMW 324D (12/1986 manufacture date). This is one of the first years the that most famous model BMW made, the E30, was made with a diesel engine. It has the BMW M21 diesel engine (this is not the turbo engine). If you Google best diesel engines and do your research, this will come up as one of the best. We imported the car from Europe and are the third owners. The first was a lady in Germany, and the second was a couple in the Netherlands. For a diesel that is a baby. The car is my daily driver. I only drive 12 miles each way to work. The car starts perfectly and there is never a concern with any problems. It gets about 33 or 34 miles per gallon. The only reason we are selling it is because we are moving to a place with a dirt road. I have a clear Georgia title in hand!\n\nThe Good: The mileage is in kilos and from my gas logs they are approximate. The car has 167,882 kilos (approximately 105,00 miles!!). Remember 0.62 miles = 1 kilo.\n\n03/2015: New front rotors, back rotors turned, new front and back brake pads, transmission fluid changes, new fuel filter, and new brake fluid. Mileage was 158712 kilos.\n\n04/2016: New lifetime Mishimoto radiator, new fan, new fan clutch, new belts, new glow plugs, new glow plug fuse, new water pump, new mats, and new K & N lifetime air filter. The thermostat was changed in 04/16 also. The original thermostat for the car runs at the 3/4 spot (remember it is cold in Europe so the car runs hotter) so it was changed to the 524td (American) thermostat which has the needle at half.Mileage was 161272 kilos.\n\n06/16: New Garagistic shift bushings. Mileage was 162621 kilos.\n\n09/16: Style 10 rims professionally refinished and new tires. Mileage was 163530 kilos.\n\nThe Bad -The car is over 30 years old and has some minor issues with some small spots on the body that need to be treated. I think the clear coat may have worn as it is hard to get stains from leaves off. Nothing major. I had planned to take it to Maaco to refresh it, take care of the small spots, and get a new clear coat but never got to it. -This a Euro car. It does not have air conditioning.\n-When the car is cold the brake light comes on. When it warms up the light goes off. Research shows that this is a common problem and has to do with the solder on the connection. I have never had the time to do this project. But there is a youtube video that walks you through this if that is a problem for you.\n-The lower seat heater and the power antennae do not work. I had replaced the antennae when i first got the car but those things don't hold up for long.\n-Parts can be challenging to get but I have a c.d. that dealers use. You put in the VIN and it gives you the part numbers. This helps find parts easier. Some parts are available in the U.S. because of the Amercian available 524TD. It used the same engine. But others have to be found on Ebay or searching the internet and most of the time come from England or Germany.\n\nPlease email any questions. No Shipping is available. You must make arrangements to pick the vehicle up in Saint Marys, Georgia. The listed price is my lowest acceptable price. Thanks for looking."
okaloosa_/_walton,https://okaloosa.craigslist.org/cto/d/1991-bmw-m5-great-car/6479506942.html,6 cylinder engine Manual transmission Original engine and transmission numbers matching with Headers Straight back Supersprint Exhaust self level is deleted Bilstein Shocks H&R Factory installed K40 radar Detector springs Power windows.
okaloosa_/_walton,https://okaloosa.craigslist.org/cto/d/1981-bmw-320i-e21/6483882172.html,"I searched for nearly a year before finding a car that I thought I could restore and drive for the rest of my life and maybe even pass along. But life happens and I need to move on. It has about 180,000 miles, is driven every day to Eglin and back. Never let me down. I bought it three years ago from the second owner. It needed some maintenance, but looked great. So I bought it and changed all the maintenance usuals - hoses, belts, thermostat, oxygen sensor, fuel filter, plugs, wires, distributor cap and rotor. Then changed out the radiator, replaced the dashboard lights that were out, changed out the old radio and couple of speakers. Bought a sport steering wheel, got a used turn signal stalk so the brights would work, cleaned the grounds and changed bulbs so the lights would work, changed some gaskets and fuses, in other words got it daily driver ready. And for three years I have driven it.\n\nLast summer I did the whole front end - H&R springs, Sachs shocks and struts, new control arms, tie rods, bushings, calipers, rotors, pads, hoses. Ran out of time to get the back done. It drives much better now. Go kart like. Brand new tires about two months ago and the alignment helped too. I have a huge box with more parts that I have collected - wheel bearings, A/C stuff, shifter stuff, hoses, water pump, and more that goes with it. I think I've gotten it to the point where someone can come in and finish what I've started. I also have the factory service manual, though You Tube videos are the better route IMO.\n\nLet's talk about rust. It's originally a California car, but it does have some - bottom of the doors where I guess a drain hole might have been plugged, in the trunk. To tackle that, I have POR-15, their epoxy and mat fiber, spray of the correct color, and clear. But my thought was first do the mechanicals. It looks good now, but that's on next summer's list if I still have it.\n\nInterior's pretty good for it's age. Seats are great except the driver's has split. I have foam to rebuild the base and was going to get new skins, but you can do that. Dash is cracked like almost every other 80's car. A/C is all there and I have o rings and a receiver dryer. As I said, next summer's list. This was a long term, hold until car for me. Just don't have the time or money to keep it right now. If I win the lottery, that will certainly change.\n\nI would consider trades, (maybe I can talk my wife into something interesting - Miata, Mini Cooper, other old BMW, VW and the like) yeah I know, but I can dream, and I'll listen politely to offers. You can have a different idea of what it's worth. I have mine. And I know you never get back what you put into it. Total the cost of the parts already on it and the ones that go with it. I think the price is fair. But be polite and I'll listen.\n\nBut no, I don't need help selling it and I'm not shipping it to Dubai or wherever. Any questions, I'll try to answer."
okaloosa_/_walton,https://mobile.craigslist.org/cto/d/85-325e-bmw-coupe/6476619661.html,"I have a 1985 325e BMW for sale.\nThe good.\nFairly new paint motor runs sound I was in process of restoring this beauty and almost done all it would've needed was some cosmetic stuff for the interior.\nThe bad.\nIt needs a new drive shaft and 4th gear is out in the trans I have been buying the parts to fix it myself but have lost interest but if it does not sell I'll go ahead and fix it. I have almost 10,000 in parts in this car and receipts to prove it. It's a great fun car and not too bad to work on I just want something different I will take trades hmu and let me know if your interested 1500 obo. Will need to be trailered"
okaloosa_/_walton,https://tallahassee.craigslist.org/cto/d/bmw/6459152427.html,"1974 BMW 2002 ,WITH 48000 MILES ,STRONG ENGINE 4 .NEEDS PAINT JOB AND MINOR COSMETICS. APPRECIATING COLLECTABLE CLASSIC CAR. SEE NADA.COM FOR TRUE VALUE OF THIS CLASSIC.SERIOUS INQUIRIES ONLY PLEASE. THANKS\n\nContact Rick for additional information show contact info"
orlando,https://orlando.craigslist.org/cto/d/1973-bmw-2002/6484735518.html,"1973 BMW 2002, has rust. Very complete and original. Clean title. Does not run."
orlando,https://orlando.craigslist.org/cto/d/1968-bmw-1600/6471211747.html,"For sale is my 1968 BMW 1600. Very rare car in good condition, this one runs solid and has had a lot of work done to it. It comes with it's flaws and quirks since it is 50 years old, but it's a beautiful car that turns heads everywhere it goes.\n\nOriginally Sahara color, this is a California car that was painted Inka Orange before it made it's way to the east coast. I purchased it in Savannah before bringing it here to Orlando. This car is super fun to drive and comes with all the desirable features of the early roundies. Small bumpers, euro turn signals, chrome grill, no head rests, etc. Mechanical clutch works great.\n\nDone since I've owned it:\nComplete rebuild of the top end\nUpgraded aluminum radiator and electric fan\nConverted to 2-barrel weber carb\nMaster Brake Cylinder\nFuel pump\nDistributor, wires and plugs\nBoots replaced on rear half shafts\nEntire exhaust except the manifold\nNew Tires\nCarpet\nSound dampening throughout interior\n\nThe bad (and not so bad):\nBrakes have been done all around and work great but fronts squeak\nThe original 4-speed transmission will eventually need to be replaced, which on these cars is not that major of a job. 3rd and reverse whine a bit. I've been honestly hoping the tranny goes in order to upgrade to a 5-speed but it just hasn't happened yet.\nRust in some of the usual (non-structural) spots, passenger side rocker and spare tire well being the worst but the shock towers and floor all around are solid.\nTakes a little long to warm up as the electric fan and radiator keep it very cool.\nStarting up takes a little time when hasn't been ran in a few days, but it always starts.\nNeeds windshield wiper motor\nThe speedometer is broken thus no true way to tell mileage.\nTurn signals don't work.\n\nThis car is sold as is. If the car stays local, it comes with a phenomenal mechanic who knows everything about this car.\n\n$11,900\n\nBMW 1600, BMW 2002, BMW 1602, BMW 1600-02"
orlando,https://orlando.craigslist.org/cto/d/1984-bmw-318i-e30/6474025558.html,"1984 BMW 318i E30\nLOOKING TO SELL OR TRADE.\n5 Speed.\nCar runs amazing and strong, just did a fresh oil change, new radiator, new fan blade and new spark plugs, everything else works. car has idle problem and needs a new battery besides that all is well. selling for 3900 as is. Serious Inquires only. Looking to sell or TRADE"
orlando,https://orlando.craigslist.org/cto/d/1985-bmw-325/6460516734.html,"1986 BMW 325 E, 195K miles.\n\nCar runs and drives great with no material mechanical issues.\n\nMinor details:\nPassenger Window Motor, Stereo, and Temp gauge inoperable\nFront seats need re-upholstery (they have covers on them now) ,Dashboard has a couple cracks. Couple small tears in the back seat and near the rear arm rest. Couple small paint chips and minor rust spots but nothing significant. Paint is in pretty good shape.\n\nAC is cold, Odometer works.\n\nFun classic BMW."
orlando,https://spacecoast.craigslist.org/cto/d/1987-bmw-e30-325is/6485425094.html,"It's finally time to sell my e30, car is a 2 door 5 speed 325is with hr sport lowering kit and bilsteins on it, 17"" wheels, 3.73 posi diff, used to be my daily driver, E/I swap motor that's drilled for turbo oil return but it's never seen boost, the car is not a show car by any means but it is fun to drive, it's been sitting the last few years but still runs\n\n$2500\n\nshow contact info Taylor"
orlando,https://spacecoast.craigslist.org/cto/d/1977-bmw-530i-e12/6473723052.html,"For sale is my 1977 BMW 530i. I am the original owner, having bought the car new while in high school. It had 670k miles on the original engine, original transmission...the engine was replaced with a rebuilt 2.5 liter in 2005. The transmission was rebuilt at the same time. In 2000 I replaced the entire fuel injection system, fuel lines, gas tank and exhaust. The car is not running now, the original alternator needs to be replaced. Mechanically it won't need much work. The electrical wiring/ac will need attention. It has manual windows and sunroof. All glass is original and in great shape. Basically everything on the car is original except for the engine. Clear title.\nThe past 18 months, the car has been sitting. Outside. I live 300 feet from the beach. Body rust. I know, not cool.\nI don't have to tell you the attachment and memories I have with the car. It was loved, garage kept, properly serviced and pampered for 30 years. With much regret, resurrecting it from its current state is a project that I will not be able to perform. I want it to go to an owner that will bring it back to life. However, I realize it might also be considered a parts car. That being said, I am ready to say goodbye to my four wheeled kid.\n\nFeel free to email me with any questions you might have. As for the price, I haven't decided on a price yet. I'm realistic, I'm not going to get confused with sentimental value."
orlando,https://daytona.craigslist.org/cto/d/1973-bmw-2002/6484733802.html,"1973 BMW 2002, has rust. Very complete and original. Clean title. Does not run."
orlando,https://daytona.craigslist.org/cto/d/bmw-324d-rare-imported-diesel/6437167847.html,"For sale is a used manual Euro 1986/1987 BMW 324D (12/1986 manufacture date). This is one of the first years the that most famous model BMW made, the E30, was made with a diesel engine. It has the BMW M21 diesel engine (this is not the turbo engine). If you Google best diesel engines and do your research, this will come up as one of the best. We imported the car from Europe and are the third owners. The first was a lady in Germany, and the second was a couple in the Netherlands. For a diesel that is a baby. The car is my daily driver. I only drive 12 miles each way to work. The car starts perfectly and there is never a concern with any problems. It gets about 33 or 34 miles per gallon. The only reason we are selling it is because we are moving to a place with a dirt road. I have a clear Georgia title in hand!\n\nThe Good: The mileage is in kilos and from my gas logs they are approximate. The car has 167,882 kilos (approximately 105,00 miles!!). Remember 0.62 miles = 1 kilo.\n\n03/2015: New front rotors, back rotors turned, new front and back brake pads, transmission fluid changes, new fuel filter, and new brake fluid. Mileage was 158712 kilos.\n\n04/2016: New lifetime Mishimoto radiator, new fan, new fan clutch, new belts, new glow plugs, new glow plug fuse, new water pump, new mats, and new K & N lifetime air filter. The thermostat was changed in 04/16 also. The original thermostat for the car runs at the 3/4 spot (remember it is cold in Europe so the car runs hotter) so it was changed to the 524td (American) thermostat which has the needle at half.Mileage was 161272 kilos.\n\n06/16: New Garagistic shift bushings. Mileage was 162621 kilos.\n\n09/16: Style 10 rims professionally refinished and new tires. Mileage was 163530 kilos.\n\nThe Bad -The car is over 30 years old and has some minor issues with some small spots on the body that need to be treated. I think the clear coat may have worn as it is hard to get stains from leaves off. Nothing major. I had planned to take it to Maaco to refresh it, take care of the small spots, and get a new clear coat but never got to it. -This a Euro car. It does not have air conditioning.\n-When the car is cold the brake light comes on. When it warms up the light goes off. Research shows that this is a common problem and has to do with the solder on the connection. I have never had the time to do this project. But there is a youtube video that walks you through this if that is a problem for you.\n-The lower seat heater and the power antennae do not work. I had replaced the antennae when i first got the car but those things don't hold up for long.\n-Parts can be challenging to get but I have a c.d. that dealers use. You put in the VIN and it gives you the part numbers. This helps find parts easier. Some parts are available in the U.S. because of the Amercian available 524TD. It used the same engine. But others have to be found on Ebay or searching the internet and most of the time come from England or Germany.\n\nPlease email any questions. No Shipping is available. You must make arrangements to pick the vehicle up in Saint Marys, Georgia. The listed price is my lowest acceptable price. Thanks for looking."
orlando,https://ocala.craigslist.org/cto/d/1990-bmw-325i/6468983551.html,"1990 BMW 325i for sale, runs Great\n\nNo rust on body\nRuns straight\n5 spd manual\n\nHeater/AC not working\nNeeds new convertible top\nInterior could use reconditioning\n\nBest offer $\nSe habla español"
orlando,https://tampa.craigslist.org/pnl/cto/d/i/6491275713.html,1989 535i won't start it has been sitting for about a year ran great last time it started I just don't want to put anymore money into it. 800 cash OBO. You will need to tow it away.\nI have a clean and clear title in my name and the car is a 5 speed manual it has over 250k miles
orlando,https://tampa.craigslist.org/pnl/cto/d/1988-bmw-325i-convertible-5/6489245216.html,"1988 BMW 325ic. 5 speed manual. Just hit 171k. I am the 3rd owner. Been in FL it's entire life. It is unmolested and 100% stock. This car was maintained by a certified BMW tech since new. Timing belt & water pump have been replaced ""several times""... that's what the tech had told me. The steering rack has been replaced.\nIt runs and drives excellent. Plenty of power and a healthy clutch. Very fun to drive.\nIce cold AC, power windows and original BBS wheels with good tires. Newer navy manual cloth top. The leather seats show plenty of wear, which is very common with a 30 year old BMW. There is no accident history.\nWe have daily driven this car since June and have had zero issues. Very reliable. The air conditioning was cold in traffic all summer long. The power antenna stopped going up and down. It is attempting to, you can hear it trying... but its's not going up. The overhead check panel has not worked since I've owned it. There is no rust on the car, aside from a small spot underneath the 3rd brake light on the underside of the deck lid.\n$4200 cash. No trades. Call show contact info if you'd like to come check it out. I'm in North St. Petersburg and have the clear Florida title in hand, in my name.\nI do not need help selling.\nThank you."
orlando,https://tampa.craigslist.org/hil/cto/d/1957-bmw-isetta-300/6489026773.html,Convertible Orginal except for motor and rear ( Cushman) Runs\nMakes a great conversation piece
orlando,https://tampa.craigslist.org/hdo/cto/d/1976-bmw-2002/6472520622.html,"1976 bmw 2002 2dr 4speed super clean in and out [too much to list] a must see asking 14,000 Car runs and drives great. Serious interest only! If you are serious please email me and include your phone # I will call you back quickly."
orlando,https://tampa.craigslist.org/pnl/cto/d/classic-1982-bmw-all-original/6476256528.html,"Two door coupe. Sun roof. New tires. New brakes. Fresh paint, original color. Second owner. Many new parts including muffler, clutch, windshield, dashboard, carpet, door panels, etc. Must see- A real original classic!\n\nCall for more information."
panama_city,https://okaloosa.craigslist.org/cto/d/1991-bmw-m5-great-car/6479506942.html,6 cylinder engine Manual transmission Original engine and transmission numbers matching with Headers Straight back Supersprint Exhaust self level is deleted Bilstein Shocks H&R Factory installed K40 radar Detector springs Power windows.
panama_city,https://okaloosa.craigslist.org/cto/d/1981-bmw-320i-e21/6483882172.html,"I searched for nearly a year before finding a car that I thought I could restore and drive for the rest of my life and maybe even pass along. But life happens and I need to move on. It has about 180,000 miles, is driven every day to Eglin and back. Never let me down. I bought it three years ago from the second owner. It needed some maintenance, but looked great. So I bought it and changed all the maintenance usuals - hoses, belts, thermostat, oxygen sensor, fuel filter, plugs, wires, distributor cap and rotor. Then changed out the radiator, replaced the dashboard lights that were out, changed out the old radio and couple of speakers. Bought a sport steering wheel, got a used turn signal stalk so the brights would work, cleaned the grounds and changed bulbs so the lights would work, changed some gaskets and fuses, in other words got it daily driver ready. And for three years I have driven it.\n\nLast summer I did the whole front end - H&R springs, Sachs shocks and struts, new control arms, tie rods, bushings, calipers, rotors, pads, hoses. Ran out of time to get the back done. It drives much better now. Go kart like. Brand new tires about two months ago and the alignment helped too. I have a huge box with more parts that I have collected - wheel bearings, A/C stuff, shifter stuff, hoses, water pump, and more that goes with it. I think I've gotten it to the point where someone can come in and finish what I've started. I also have the factory service manual, though You Tube videos are the better route IMO.\n\nLet's talk about rust. It's originally a California car, but it does have some - bottom of the doors where I guess a drain hole might have been plugged, in the trunk. To tackle that, I have POR-15, their epoxy and mat fiber, spray of the correct color, and clear. But my thought was first do the mechanicals. It looks good now, but that's on next summer's list if I still have it.\n\nInterior's pretty good for it's age. Seats are great except the driver's has split. I have foam to rebuild the base and was going to get new skins, but you can do that. Dash is cracked like almost every other 80's car. A/C is all there and I have o rings and a receiver dryer. As I said, next summer's list. This was a long term, hold until car for me. Just don't have the time or money to keep it right now. If I win the lottery, that will certainly change.\n\nI would consider trades, (maybe I can talk my wife into something interesting - Miata, Mini Cooper, other old BMW, VW and the like) yeah I know, but I can dream, and I'll listen politely to offers. You can have a different idea of what it's worth. I have mine. And I know you never get back what you put into it. Total the cost of the parts already on it and the ones that go with it. I think the price is fair. But be polite and I'll listen.\n\nBut no, I don't need help selling it and I'm not shipping it to Dubai or wherever. Any questions, I'll try to answer."
panama_city,https://tallahassee.craigslist.org/cto/d/bmw/6459152427.html,"1974 BMW 2002 ,WITH 48000 MILES ,STRONG ENGINE 4 .NEEDS PAINT JOB AND MINOR COSMETICS. APPRECIATING COLLECTABLE CLASSIC CAR. SEE NADA.COM FOR TRUE VALUE OF THIS CLASSIC.SERIOUS INQUIRIES ONLY PLEASE. THANKS\n\nContact Rick for additional information show contact info"
panama_city,https://mobile.craigslist.org/cto/d/85-325e-bmw-coupe/6476619661.html,"I have a 1985 325e BMW for sale.\nThe good.\nFairly new paint motor runs sound I was in process of restoring this beauty and almost done all it would've needed was some cosmetic stuff for the interior.\nThe bad.\nIt needs a new drive shaft and 4th gear is out in the trans I have been buying the parts to fix it myself but have lost interest but if it does not sell I'll go ahead and fix it. I have almost 10,000 in parts in this car and receipts to prove it. It's a great fun car and not too bad to work on I just want something different I will take trades hmu and let me know if your interested 1500 obo. Will need to be trailered"
pensacola,https://okaloosa.craigslist.org/cto/d/1991-bmw-m5-great-car/6479506942.html,6 cylinder engine Manual transmission Original engine and transmission numbers matching with Headers Straight back Supersprint Exhaust self level is deleted Bilstein Shocks H&R Factory installed K40 radar Detector springs Power windows.
pensacola,https://okaloosa.craigslist.org/cto/d/1981-bmw-320i-e21/6483882172.html,"I searched for nearly a year before finding a car that I thought I could restore and drive for the rest of my life and maybe even pass along. But life happens and I need to move on. It has about 180,000 miles, is driven every day to Eglin and back. Never let me down. I bought it three years ago from the second owner. It needed some maintenance, but looked great. So I bought it and changed all the maintenance usuals - hoses, belts, thermostat, oxygen sensor, fuel filter, plugs, wires, distributor cap and rotor. Then changed out the radiator, replaced the dashboard lights that were out, changed out the old radio and couple of speakers. Bought a sport steering wheel, got a used turn signal stalk so the brights would work, cleaned the grounds and changed bulbs so the lights would work, changed some gaskets and fuses, in other words got it daily driver ready. And for three years I have driven it.\n\nLast summer I did the whole front end - H&R springs, Sachs shocks and struts, new control arms, tie rods, bushings, calipers, rotors, pads, hoses. Ran out of time to get the back done. It drives much better now. Go kart like. Brand new tires about two months ago and the alignment helped too. I have a huge box with more parts that I have collected - wheel bearings, A/C stuff, shifter stuff, hoses, water pump, and more that goes with it. I think I've gotten it to the point where someone can come in and finish what I've started. I also have the factory service manual, though You Tube videos are the better route IMO.\n\nLet's talk about rust. It's originally a California car, but it does have some - bottom of the doors where I guess a drain hole might have been plugged, in the trunk. To tackle that, I have POR-15, their epoxy and mat fiber, spray of the correct color, and clear. But my thought was first do the mechanicals. It looks good now, but that's on next summer's list if I still have it.\n\nInterior's pretty good for it's age. Seats are great except the driver's has split. I have foam to rebuild the base and was going to get new skins, but you can do that. Dash is cracked like almost every other 80's car. A/C is all there and I have o rings and a receiver dryer. As I said, next summer's list. This was a long term, hold until car for me. Just don't have the time or money to keep it right now. If I win the lottery, that will certainly change.\n\nI would consider trades, (maybe I can talk my wife into something interesting - Miata, Mini Cooper, other old BMW, VW and the like) yeah I know, but I can dream, and I'll listen politely to offers. You can have a different idea of what it's worth. I have mine. And I know you never get back what you put into it. Total the cost of the parts already on it and the ones that go with it. I think the price is fair. But be polite and I'll listen.\n\nBut no, I don't need help selling it and I'm not shipping it to Dubai or wherever. Any questions, I'll try to answer."
pensacola,https://mobile.craigslist.org/cto/d/85-325e-bmw-coupe/6476619661.html,"I have a 1985 325e BMW for sale.\nThe good.\nFairly new paint motor runs sound I was in process of restoring this beauty and almost done all it would've needed was some cosmetic stuff for the interior.\nThe bad.\nIt needs a new drive shaft and 4th gear is out in the trans I have been buying the parts to fix it myself but have lost interest but if it does not sell I'll go ahead and fix it. I have almost 10,000 in parts in this car and receipts to prove it. It's a great fun car and not too bad to work on I just want something different I will take trades hmu and let me know if your interested 1500 obo. Will need to be trailered"
pensacola,https://gulfport.craigslist.org/cto/d/bmw-e30/6483085384.html,"I'm selling my BMW e30. It is manual, strong tranny and reliable. Needs engine work not really sure what is wrong with it im sure it is something simple but dont have the time to work on it But needs body work.\nIf interested please call or txt @ 228two3one2three9pne\nAnd I do not need help selling."
pensacola,https://hattiesburg.craigslist.org/cto/d/bmw2002/6483284424.html,76 BMW 2002\nNeeds paint work and interior would make a nice car text first show contact info thanks
sarasota-bradenton,https://sarasota.craigslist.org/cto/d/1985-bmw-320i-baur-tc/6490643754.html,"1985 320i Baur TC\n5 speed\nM20B20 inline 6 2.0L engine\nGerman import.\n\nClean Florida title.\nHave keys.\nI have not had the car long, haven't gotten it to start yet. Been sitting and ran at least 2 years ago as I've been told.\nTop looks in good working order, rear window needs replaced. Car was in New York for a time and has a rust situation. Isn't terrible but isn't small.\n\nKind of a rare bird.\nCall or text\nMike"
sarasota-bradenton,https://sarasota.craigslist.org/cto/d/i-e30-euro-convertible/6463476462.html,"Selling my project of the past year. I have come to the realization that I have no time to finish it. With that said the interior is currently taken apart but all the pieces are there.\n\nThe pros:\n5 speed\nI motor\nEuro bumpers\nFunctional euro cluster\nImported\nRust free!!\nClean Florida title\nNew convertible top\nNew Hr sport springs and bilstein shocks and struts\nE36 m3 contours with adapters with new tires, one tire has a leak from the bead.\nRuns and drives\nDecent tan cloth sport seats without any rips or tears or stains.\n\nPlease consider the parts and the amount of work put into this car. I am asking $4000 no I will not take 2k\n\n\nCons:\nInterior needs to be put back together along with wiring for the stereo!\nBrakes need to be bled they are a little soft\n\nPlease do not message me with ridiculously lowball offers I will not reply. No trades. This car is hard to find especially being rust free! Cash only clean and clear Florida title in hand."
sarasota-bradenton,https://tampa.craigslist.org/pnl/cto/d/i/6491275713.html,1989 535i won't start it has been sitting for about a year ran great last time it started I just don't want to put anymore money into it. 800 cash OBO. You will need to tow it away.\nI have a clean and clear title in my name and the car is a 5 speed manual it has over 250k miles
